ID,coal,wood,Dmin,micro,meso,SSA,pore size,Fe,waste water,Lake,DI,C0,M,pH,temperature,time,rate,Ca,Re
241,1,0,0.85,0.347031921,0.106,336,1.27,1,0,0,1,10000,20000,9,60,240,120,0,78.346
242,1,0,0.85,0.347031921,0.106,336,1.27,1,0,0,1,10000,20000,9,60,240,120,0,88.706
243,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,0.25,300,0,8.4065268
244,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,0.5,300,0,13.2793524
245,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,1,300,0,20.11443
246,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,2,300,0,22.7506464
247,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,3,300,0,24.1403264
248,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,16,300,0,25.4584348
249,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,30,300,0,23.60354
250,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,39,300,0,27.8441512
251,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,48,300,0,26.7288288
252,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,60,300,0,26.1264352
253,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,96,300,0,28.4525088
254,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,113,300,0,25.0290056
255,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,120,300,0,26.8182932
256,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,20000,400,9,25,48,300,0,9.72318
257,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,50000,400,9,25,48,300,0,52.838488
258,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,100000,400,9,25,48,300,0,67.344
259,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,250000,400,9,25,48,300,0,54.74236
260,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,350000,400,9,25,48,300,0,39.41693257
261,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,650000,400,9,25,48,300,0,23.19975385
262,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,850000,400,9,25,48,300,0,22.33145271
263,0,0,0.1,0.347031921,0.109412044,757,1.39,0,0,0,1,1000,50,7,25,0.5,150,0,15.6021369
264,0,0,0.1,0.347031921,0.130133986,757,1.39,0,0,0,1,1000,50,7,25,1,150,0,31.24195417
265,0,0,0.1,0.347031921,0.130133986,757,1.39,0,0,0,1,1000,50,7,25,2,150,0,40.44327278
266,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,3,150,0,47.72264408
267,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,6,150,0,57.3563967
268,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,9,150,0,63.026133
269,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,12,150,0,63.6507576
270,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,18,150,0,64.37148785
271,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,24,150,0,63.8429482
272,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,36,150,0,67.97513905
273,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,48,150,0,64.4675935
274,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,60,150,0,66.17331345
275,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,72,150,0,66.8940437
276,0,0,0.1,0.347031921,0.109412044,757,1.39,0,0,0,1,200,50,7,25,144,150,0,83.4374859
277,0,0,0.1,0.347031921,0.130133986,757,1.39,0,0,0,1,400,50,7,25,144,150,0,84.89226909
278,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,600,50,7,25,144,150,0,82.16639452
279,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,800,50,7,25,144,150,0,78.69641031
280,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,144,150,0,75.99519875
281,0,0,0.1,0.347031921,0.165950119,757,1.39,0,0,0,1,1000,50,2,25,72,150,0,92.2459142
282,0,0,0.1,0.347031921,0.165950119,757,1.39,0,0,0,1,1000,50,3,25,72,150,0,84.9599385
283,0,0,0.1,0.347031921,0.167998254,757,1.39,0,0,0,1,1000,50,5,25,72,150,0,79.20786435
284,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,72,150,0,71.20975035
285,0,0,0.1,0.347031921,0.15417625,757,1.39,0,0,0,1,1000,50,9,25,72,150,0,65.97807945
286,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.08,165,0,31.52480538
287,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.17,165,0,29.51242518
288,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.33,165,0,30.1981251
289,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.67,165,0,35.32099914
290,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,1,165,0,36.69239898
291,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,3,165,0,44.92825128
292,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,20,165,0,57.91928346
293,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,24,165,0,58.60498338
294,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,48,165,0,62.40366156
295,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,96,165,0,68.5327257
296,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,0,250,0,0
297,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,1,250,0,19.99999998
298,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,2,250,0,39.99999996
299,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,3,250,0,50.99999995
300,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,4,250,0,63.99999994
301,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,6,250,0,79.99999992
302,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,8,250,0,91.99999991
303,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,12,250,0,96.9999999
304,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,99.9999999
305,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,0,250,0,0
306,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,1,250,0,2.799999864
307,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,2,250,0,1.290000042
308,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,3,250,0,1.799999865
309,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,4,250,0,2.300000031
310,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,6,250,0,2.699999964
311,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,8,250,0,0
312,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,12,250,0,2.799999864
313,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,24,250,0,0
314,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,0,250,0,0.300000033
315,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,1,250,0,2.626000038
316,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,2,250,0,0
317,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,3,250,0,0
318,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,4,250,0,0.05999994
319,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,6,250,0,1.850000148
320,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,8,250,0,6.439999887
321,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,12,250,0,7.449999876
322,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,24,250,0,10.99999999
323,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,0,250,0,0
324,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,1,250,0,0
325,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,2,250,0,1.359999972
326,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,3,250,0,1.369999962
327,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,4,250,0,0
328,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,6,250,0,1.019999979
329,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,8,250,0,1.500000165
330,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,12,250,0,0
331,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,24,250,0,0
332,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,99.82000008
333,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,46.10999984
334,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,71.15000011
335,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,56.46000015
336,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,3,25,24,250,0,94.02999988
337,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,5,25,24,250,0,93.56000001
338,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,71.26
339,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,9,25,24,250,0,80.69999989
