ID,coal,wood,Dmin,micro,meso,SSA,pore size,Fe,waste water,Lake,DI,C0,M,pH,temperature,time,rate,Ca,q
240,1,0,0.85,0.347031921,0.106,336,1.27,1,0,0,1,10000,20000,9,60,240,120,0,0.35996
241,1,0,0.85,0.347031921,0.106,336,1.27,1,0,0,1,10000,20000,9,60,240,120,0,0.39173
242,1,0,0.85,0.347031921,0.106,336,1.27,1,0,0,1,10000,20000,9,60,240,120,0,0.44353
243,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,0.25,300,0,210.16317
244,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,0.5,300,0,331.98381
245,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,1,300,0,502.86075
246,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,2,300,0,568.76616
247,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,3,300,0,603.50816
248,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,16,300,0,636.46087
249,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,30,300,0,590.0885
250,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,39,300,0,696.10378
251,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,48,300,0,668.22072
252,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,60,300,0,653.16088
253,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,96,300,0,711.31272
254,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,113,300,0,625.72514
255,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,1000000,400,9,25,120,300,0,670.45733
256,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,20000,400,9,25,48,300,0,4.86159
257,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,50000,400,9,25,48,300,0,66.04811
258,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,100000,400,9,25,48,300,0,168.36
259,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,250000,400,9,25,48,300,0,342.13975
260,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,350000,400,9,25,48,300,0,344.89816
261,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,650000,400,9,25,48,300,0,376.996
262,0,0,0.512340009,0.283,0.154,887,2.410609961,0,0,0,1,850000,400,9,25,48,300,0,474.54337
263,0,0,0.1,0.347031921,0.109412044,757,1.39,0,0,0,1,1000,50,7,25,0.5,150,0,3.120427379
264,0,0,0.1,0.347031921,0.130133986,757,1.39,0,0,0,1,1000,50,7,25,1,150,0,6.248390833
265,0,0,0.1,0.347031921,0.130133986,757,1.39,0,0,0,1,1000,50,7,25,2,150,0,8.088654556
266,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,3,150,0,9.544528816
267,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,6,150,0,11.47127934
268,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,9,150,0,12.6052266
269,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,12,150,0,12.73015152
270,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,18,150,0,12.87429757
271,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,24,150,0,12.76858964
272,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,36,150,0,13.59502781
273,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,48,150,0,12.8935187
274,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,60,150,0,13.23466269
275,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,72,150,0,13.37880874
276,0,0,0.1,0.347031921,0.109412044,757,1.39,0,0,0,1,200,50,7,25,144,150,0,3.337499436
277,0,0,0.1,0.347031921,0.130133986,757,1.39,0,0,0,1,400,50,7,25,144,150,0,6.791381527
278,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,600,50,7,25,144,150,0,9.859967342
279,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,800,50,7,25,144,150,0,12.59142565
280,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,144,150,0,15.19903975
281,0,0,0.1,0.347031921,0.165950119,757,1.39,0,0,0,1,1000,50,2,25,72,150,0,18.44918284
282,0,0,0.1,0.347031921,0.165950119,757,1.39,0,0,0,1,1000,50,3,25,72,150,0,16.9919877
283,0,0,0.1,0.347031921,0.167998254,757,1.39,0,0,0,1,1000,50,5,25,72,150,0,15.84157287
284,0,0,0.1,0.347031921,0.153331622,757,1.39,0,0,0,1,1000,50,7,25,72,150,0,14.24195007
285,0,0,0.1,0.347031921,0.15417625,757,1.39,0,0,0,1,1000,50,9,25,72,150,0,13.19561589
286,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.08,165,0,52.5413423
287,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.17,165,0,49.1873753
288,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.33,165,0,50.3302085
289,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,0.67,165,0,58.8683319
290,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,1,165,0,61.1539983
291,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,3,165,0,74.8804188
292,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,20,165,0,96.5321391
293,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,24,165,0,97.6749723
294,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,48,165,0,104.0061026
295,0,0,0.3,0.277013898,0.386869788,1191,1.52,0,0,0,1,100000,600,5.8,25,96,165,0,114.2212095
296,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,0,250,0,0
297,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,1,250,0,0.06006006
298,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,2,250,0,0.12012012
299,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,3,250,0,0.153153153
300,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,4,250,0,0.192192192
301,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,6,250,0,0.24024024
302,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,8,250,0,0.276276276
303,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,12,250,0,0.291291291
304,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,0.3003003
305,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,0,250,0,0
306,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,1,250,0,0.008408408
307,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,2,250,0,0.003873874
308,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,3,250,0,0.005405405
309,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,4,250,0,0.006906907
310,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,6,250,0,0.008108108
311,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,8,250,0,0
312,0,1,0.599,0.23,0.11,595.08,2.5,0,0,0,1,200,666,7,25,12,250,0,0.008408408
313,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,24,250,0,0
314,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,0,250,0,0.000900901
315,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,1,250,0,0.007885886
316,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,2,250,0,0
317,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,3,250,0,0
318,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,4,250,0,0.00018018
319,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,6,250,0,0.005555556
320,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,8,250,0,0.019339339
321,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,12,250,0,0.022372372
322,1,0,0.489,0.21,0.18,770.76,2.41,0,0,0,1,200,666,7,25,24,250,0,0.033033033
323,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,0,250,0,0
324,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,1,250,0,0
325,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,2,250,0,0.004084084
326,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,3,250,0,0.004114114
327,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,4,250,0,0
328,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,6,250,0,0.003063063
329,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,8,250,0,0.004504505
330,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,12,250,0,0
331,0,1,0.522,0.14,0.1,522.66,2.53,0,0,0,1,200,666,7,25,24,250,0,0
332,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,0.29975976
333,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,0.138468468
334,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,0.213663664
335,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,0.16954955
336,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,3,25,24,250,0,0.282372372
337,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,5,25,24,250,0,0.280960961
338,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,7,25,24,250,0,0.213993994
339,0,1,0.144,0.36,0.1,929.56,2.23,0,0,0,1,200,666,9,25,24,250,0,0.242342342
