ID,ground water,surface water,Lake,C0,coal,wood,Dmin,Dmax,micro,meso,SSA,pore size,Fe,M,pH,temperature,time,rate,Ca,TOC,q
213,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,24,120,0,0,9.726133333
214,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,48,120,0,0,11.9844
215,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,72,120,0,0,13.04653333
216,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,120,120,0,0,13.13853333
217,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,168,120,0,0,13.33333333
218,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,240,120,0,0,13.33333333
219,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,24,120,0,0,8.2356
220,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,48,120,0,0,9.4776
221,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,72,120,0,0,9.7347
222,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,120,120,0,0,9.948
223,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,168,120,0,0,10
224,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,240,120,0,0,10
225,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0
226,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0.019565
227,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0.08247
228,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0.09958
229,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0.124025
230,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0.156455
231,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0
232,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0.08762
233,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0.147385
234,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0.19315
235,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0.21325
236,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0.27445
237,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0
238,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0.241
239,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0.323185
240,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0.35996
241,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0.39173
242,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0.44353
243,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,0.25,300,0,0,210.16317
244,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,0.5,300,0,0,331.98381
245,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,1,300,0,0,502.86075
246,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,2,300,0,0,568.76616
247,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,3,300,0,0,603.50816
248,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,16,300,0,0,636.46087
249,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,30,300,0,0,590.0885
250,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,39,300,0,0,696.10378
251,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,668.22072
252,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,60,300,0,0,653.16088
253,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,96,300,0,0,711.31272
254,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,113,300,0,0,625.72514
255,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,120,300,0,0,670.45733
256,0,0,0,20000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,4.86159
257,0,0,0,50000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,66.04811
258,0,0,0,100000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,168.36
259,0,0,0,250000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,342.13975
260,0,0,0,350000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,344.89816
261,0,0,0,650000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,376.996
262,0,0,0,850000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,474.54337
263,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.165338159,757,1.39,0,50,7,25,0.5,150,0,0,3.120427379
264,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.17764844,757,1.39,0,50,7,25,1,150,0,0,6.248390833
265,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.17764844,757,1.39,0,50,7,25,2,150,0,0,8.088654556
266,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.189005494,757,1.39,0,50,7,25,3,150,0,0,9.544528816
267,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,6,150,0,0,11.47127934
268,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,9,150,0,0,12.6052266
269,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,12,150,0,0,12.73015152
270,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,18,150,0,0,12.87429757
271,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,24,150,0,0,12.76858964
272,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,36,150,0,0,13.59502781
273,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,48,150,0,0,12.8935187
274,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,60,150,0,0,13.23466269
275,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,72,150,0,0,13.37880874
276,0,0,0,200,0,0,0.1,0.3,0.314636469,0.165142283,757,1.39,0,50,7,25,144,150,0,0,3.337499436
277,0,0,0,400,0,0,0.1,0.3,0.314636469,0.177601621,757,1.39,0,50,7,25,144,150,0,0,6.791381527
278,0,0,0,600,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,144,150,0,0,9.859967342
279,0,0,0,800,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,144,150,0,0,12.59142565
280,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188891694,757,1.39,0,50,7,25,144,150,0,0,15.19903975
281,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.215069205,757,1.39,0,50,2,25,72,150,0,0,18.44918284
282,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.215069205,757,1.39,0,50,3,25,72,150,0,0,16.9919877
283,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.18894434,757,1.39,0,50,5,25,72,150,0,0,15.84157287
284,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188891694,757,1.39,0,50,7,25,72,150,0,0,14.24195007
285,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,9,25,72,150,0,0,13.19561589
286,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277017623,1191,1.52,0,600,5.8,25,0.08,165,0,0,52.5413423
287,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277017623,1191,1.52,0,600,5.8,25,0.17,165,0,0,49.1873753
288,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,0.33,165,0,0,50.3302085
289,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,0.67,165,0,0,58.8683319
290,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,1,165,0,0,61.1539983
291,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,3,165,0,0,74.8804188
292,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,20,165,0,0,96.5321391
293,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,24,165,0,0,97.6749723
294,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,48,165,0,0,104.0061026
295,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,96,165,0,0,114.2212095
296,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,0,250,0,0,0
297,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,1,250,0,0,0.06006006
298,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,2,250,0,0,0.12012012
299,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,3,250,0,0,0.153153153
300,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,4,250,0,0,0.192192192
301,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,6,250,0,0,0.24024024
302,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,8,250,0,0,0.276276276
303,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,12,250,0,0,0.291291291
304,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,0.3003003
305,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,0,250,0,0,0
306,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,1,250,0,0,0.008408408
307,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,2,250,0,0,0.003873874
308,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,3,250,0,0,0.005405405
309,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,4,250,0,0,0.006906907
310,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,6,250,0,0,0.008108108
311,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,8,250,0,0,0
312,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,12,250,0,0,0.008408408
313,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,24,250,0,0,0
314,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,0,250,0,0,0.000900901
315,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,1,250,0,0,0.007885886
316,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,2,250,0,0,0
317,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,3,250,0,0,0
318,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,4,250,0,0,0.00018018
319,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,6,250,0,0,0.005555556
320,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,8,250,0,0,0.019339339
321,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,12,250,0,0,0.022372372
322,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,24,250,0,0,0.033033033
323,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,0,250,0,0,0
324,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,1,250,0,0,0
325,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,2,250,0,0,0.004084084
326,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,3,250,0,0,0.004114114
327,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,4,250,0,0,0
328,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,6,250,0,0,0.003063063
329,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,8,250,0,0,0.004504505
330,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,12,250,0,0,0
331,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,24,250,0,0,0
332,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,0.29975976
333,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,0.138468468
334,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,0.213663664
335,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,0.16954955
336,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,3,25,24,250,0,0,0.282372372
337,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,5,25,24,250,0,0,0.280960961
338,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,0.213993994
339,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,9,25,24,250,0,0,0.242342342
340,0,0,0,33125,1,0,0,0.048,0.287830085,0.20389314,425,2.957845211,1,142.86,6.7,28,0.2,180,0,0,53.8291
341,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,0.4,180,0,0,74.5326
342,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,0.6,180,0,0,86.9547
343,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,0.8,180,0,0,82.814
344,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,1,180,0,0,86.9547
345,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,2,180,0,0,95.2361
346,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,3,180,0,0,86.9547
347,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,4,180,0,0,91.0954
348,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,6,180,0,0,95.2361
349,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,12,180,0,0,103.5175
350,0,0,0,33125,1,0,0,0.048,0.287830085,0.203394413,425,2.957845211,1,142.86,6.7,28,24,180,0,0,103.5175
351,0,0,0,20000,1,0,0,0.048,0.287830085,0.203347594,425,2.957845211,1,142.86,6.7,28,24,180,0,0,95.2361
352,0,0,0,60000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,186.3315
353,0,0,0,100000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,211.1757
354,0,0,0,140000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,248.442
355,0,0,0,180000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,269.1455
356,0,0,0,220000,1,0,0,0.048,0.287830085,0.20325309,425,2.957845211,1,142.86,6.7,28,24,180,0,0,289.849
357,0,0,0,260000,1,0,0,0.048,0.287830085,0.20325309,425,2.957845211,1,142.86,6.7,28,24,180,0,0,302.2711
358,0,0,0,300000,1,0,0,0.048,0.287830085,0.20325309,425,2.957845211,1,142.86,6.7,28,24,180,0,0,322.9746
359,0,0,0,10000,0,0,0,0.15,0.31368655,0.257578701,1000,3.589503765,0,5000,6.7,25,0.17,120,0,0,1.67487
360,0,0,0,10000,0,0,0,0.15,0.31368655,0.256997913,1000,3.589503765,0,5000,6.7,25,0.33,120,0,0,1.84391
361,0,0,0,10000,0,0,0,0.15,0.31368655,0.256997913,1000,3.589503765,0,5000,6.7,25,0.5,120,0,0,1.88353
362,0,0,0,10000,0,0,0,0.15,0.31368655,0.254086763,1000,3.589503765,0,5000,6.7,25,1,120,0,0,1.93107
363,0,0,0,10000,0,0,0,0.15,0.31368655,0.254086763,1000,3.589503765,0,5000,6.7,25,2,120,0,0,1.94956
364,0,0,0,10000,0,0,0,0.15,0.31368655,0.254086763,1000,3.589503765,0,5000,6.7,25,4,120,0,0,1.96013
365,0,0,0,40000,0,0,0,0.15,0.31368655,0.270037979,1000,3.589503765,0,5000,6.7,25,0.17,120,0,0,7.14235
366,0,0,0,40000,0,0,0,0.15,0.31368655,0.266546041,1000,3.589503765,0,5000,6.7,25,0.33,120,0,0,7.83436
367,0,0,0,40000,0,0,0,0.15,0.31368655,0.266546041,1000,3.589503765,0,5000,6.7,25,0.5,120,0,0,7.88191
368,0,0,0,40000,0,0,0,0.15,0.31368655,0.266954988,1000,3.589503765,0,5000,6.7,25,1,120,0,0,7.96907
369,0,0,0,40000,0,0,0,0.15,0.31368655,0.26610896,1000,3.589503765,0,5000,6.7,25,2,120,0,0,7.98756
370,0,0,0,40000,0,0,0,0.15,0.31368655,0.26610896,1000,3.589503765,0,5000,6.7,25,4,120,0,0,7.98756
371,0,0,0,20000,0,0,0,0.15,0.298237026,0.281230003,1000,3.589503765,0,100,6.1,25,2,120,0,0,92.2
372,0,0,0,20000,0,0,0,0.15,0.31368655,0.281183183,1000,3.589503765,0,500,6.1,25,2,120,0,0,34.64384
373,0,0,0,20000,0,0,0,0.15,0.31368655,0.281183183,1000,3.589503765,0,1000,6.1,25,2,120,0,0,17.69714
374,0,0,0,20000,0,0,0,0.15,0.31368655,0.26989311,1000,3.589503765,0,2000,6.1,25,2,120,0,0,7.06484
375,0,0,0,20000,0,0,0,0.15,0.31368655,0.257433832,1000,3.589503765,0,5000,6.1,25,2,120,0,0,3.51299
376,0,0,0,20000,0,0,0,0.15,0.31368655,0.257433832,1000,3.589503765,0,10000,6.1,25,2,120,0,0,1.8
377,0,0,0,40000,0,0,0,0.15,0.31368655,0.277836114,1000,3.589503765,0,2500,6.7,50,2,120,0,0,15.48576
378,0,0,0,50000,1,0,0,0.1,0.298237026,0.230810836,812,3.589503765,0,100,3,25,0.17,150,0,0,153.2059
379,0,0,0,50000,1,0,0,0.1,0.298237026,0.230230033,812,3.589503765,0,100,3,25,0.5,150,0,0,198.7536
380,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,1,150,0,0,256.7234
381,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,2,150,0,0,289.849
382,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,3,150,0,0,302.2711
383,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,4,150,0,0,314.6932
384,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,6,150,0,0,314.6932
385,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,9,150,0,0,318.8339
386,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,12,150,0,0,322.9746
387,0,0,0,50000,1,0,0,0.1,0.298237026,0.207204491,812,3.589503765,0,100,7,25,0.17,150,0,0,95.2361
388,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,0.5,150,0,0,120.0803
389,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,1,150,0,0,144.9245
390,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,2,150,0,0,149.0652
391,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,3,150,0,0,161.4873
392,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,4,150,0,0,165.628
393,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,6,150,0,0,173.9094
394,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,9,150,0,0,178.0501
395,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,12,150,0,0,173.9094
396,0,0,0,20000,1,0,0,0.1,0.298237026,0.207303151,812,3.589503765,0,100,5,25,12,150,0,0,157.3466
397,0,0,0,50000,1,0,0,0.1,0.298237026,0.207059592,812,3.589503765,0,100,5,25,12,150,0,0,202.8943
398,0,0,0,100000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,240.1606
399,0,0,0,150000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,248.442
400,0,0,0,200000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,252.5827
401,0,0,0,250000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,289.849
402,0,0,0,100000,0,0,0,0.045,0.318617821,0.187897056,825,1.62,0,600,6.7,25,0.08,165,0,0,93.7123224
403,0,0,0,100000,0,0,0,0.045,0.318617821,0.187897056,825,1.62,0,600,6.7,25,0.17,165,0,0,89.4432607
404,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,0.33,165,0,0,91.9566656
405,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,0.67,165,0,0,94.2464727
406,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,1,165,0,0,94.0145935
407,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,3,165,0,0,105.1489358
408,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,20,165,0,0,102.5568576
409,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,24,165,0,0,103.0910079
410,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,48,165,0,0,101.944034
411,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,96,165,0,0,112.0100757
412,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,0,250,0,0,0
413,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,1,250,0,0,0.3003003
414,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,2,250,0,0,0.297297297
415,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,3,250,0,0,0.3003003
416,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,4,250,0,0,0.3003003
417,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,6,250,0,0,0.3003003
418,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,8,250,0,0,0.3003003
419,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,12,250,0,0,0.3003003
420,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,24,250,0,0,0.3003003
421,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,0,250,0,0,0
422,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,1,250,0,0,0.278078078
423,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,2,250,0,0,0.289489489
424,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,3,250,0,0,0.292612613
425,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,4,250,0,0,0.293393393
426,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,6,250,0,0,0.3003003
427,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,8,250,0,0,0.3003003
428,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,12,250,0,0,0.3003003
429,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,24,250,0,0,0.3003003
430,0,0,0,200,1,0,0.012,0.26,0.11,0.22,407.11,3.55,0,666,7,25,0,250,0,0,0
431,0,0,0,200,0,1,0.009,0.158,0.16,0.54,734.72,4.12,0,666,7,25,1,250,0,0,0.263435435
432,0,0,0,200,0,1,0.009,0.158,0.16,0.54,734.72,4.12,0,666,7,25,2,250,0,0,0.272582583
433,0,0,0,200,0,1,0.009,0.158,0.16,0.54,734.72,4.12,0,666,7,25,3,250,0,0,0.280423423
434,0,0,0,200,0,1,0.009,0.158,0.16,0.54,734.72,4.12,0,666,7,25,4,250,0,0,0.251414414
